4061,Fei Chiang
2377,Valter Crescenzi
2768,Daniel Deutch
7824,Irini Fundulaki
4137,Melanie Herschel
1598,Aidan Hogan
3887,H. Jagadish
4221,Yaron Kanza
1289,Ioana Manolescu
3868,Beng Ooi
2379,Paolo Papotti
4516,Rachel Pottinger
4506,Simon Razniewski
4520,Sudip Roy
3967,Marc Spaniol
4782,Saravanan Thirumuruganathan
2418,Yannis Velegrakis
